,亚洲ETF-iShares MSCI,MSCI全球ETF-iShares,iShares MSCI ACWI ex US ETF,债券指数ETF-iShares Barclays综合国债,Alerian MLP ETF,债券指数ETF-Vanguard美国,短期国债指数ETF-Vanguard,道琼斯指数ETF,三倍做空黄金矿业指数ETF-Direxion,日本股利指数ETF-WisdomTree,新兴市场ETF-iShares MSCI,iShares Edge MSCI Min Vol EAFE ETF,欧澳远东指数 ETF-iShares MSCI,iShares JPMorgan USD Emerging Markets Bond ETF,印度收入指数ETF-WisdomTree,三倍做多能源ETF-Direxion,澳大利亚ETF-iShares MSCI,加拿大ETF-iShares MSCI,德国ETF-iShares MSCI,香港ETF-iShares MSCI,日本ETF-iShares MSCI,台湾ETF-iShares MSCI,墨西哥投资指数ETF-iShares MSCI,韩国ETF-iShares MSCI,巴西ETF-iShares MSCI,欧盟国家ETF-iShares MSCI,金融指数ETF-Direxion三倍做多罗素金融股,中国大盘股ETF-iShares,小型黄金矿业ETF(Market Vectors),黄金矿业ETF(Market Vectors),SPDR黄金ETF,债券指数ETF-iShares iBoxx高收益公司债,PIMCO 0-5 Year High YieldCorporate Bond Index ETF,黄金信托ETF(iShares),生物科技指数ETF-iShares Nasdaq,iShares Core MSCI EAFE ETF,债券指数ETF-iShares Barclays 7-10年,标普中型股400指数ETF-iShares,标普小型股600指数ETF-iShares,房屋建筑指数ETF-iShares Dow Jones,标普500价值指数ETF-iShares,标普500指数ETF,标普500成长股指数ETF-iShares,罗素1000指数ETF-iShares,罗素1000价值指数ETF-iShares,罗素1000成长指数ETF-iShares,罗素2000指数ETF,罗素2000价值股指数ETF-iShares,罗素2000成长股指数ETF,房地产指数ETF-iShares道琼斯,金矿指数三倍做空ETF,债券指数ETF-SPDR Barclays高收益债,金矿指数三倍做多ETF,银行指数ETF-SPDR KBW,区域银行指数ETF-SPDR KBW,债券指数ETF-iShares iBoxx投资级公司债,中国ETF-iShares MSCI,标普中型股400指数ETF-SPDR,三倍做多黄金矿业指数ETF-Direxion,标普100指数ETF-iShares,石油服务ETF,优先股指数ETF-iShares S&P,纳指两倍做空ETF,纳指两倍做多ETF,纳指ETF,平均加权指数ETF-Rydex S&P,俄罗斯ETF-Market Vectors,Schwab U.S. TIPs ETF,道指三倍做空ETF-ProShares,标普500两倍做空ETF,债券指数ETF-iShares Barclays 1-3年国,标普500反向ETF,白银ETF(iShares),半导体指数ETF-HOLDRs,三倍做多半导体ETF-Direxion Daily,iShares费城交易所半导体ETF,标普500三倍做空ETF,标普500指数ETF,纳指三倍做空ETF,标普500两倍做多ETF,0.5倍做空波动率指数短期期货ETF,债券20+美国债指数ETF-ProShares两倍做空,通胀债券指数ETF-iShares Barclays,债券20+美公债指数ETF-iShares Barcla,罗素2000指数三倍做多ETF-Direxion,纳指三倍做多ETF,罗素2000指数三倍做空ETF,二倍做多彭博原油ETF,道指三倍做多ETF-ProShares,三倍做多标普500ETF,美国原油ETF,1.5倍做多波动率指数短期期货ETF-ProShares,EAFE指数ETF-Vanguard MSCI,非美地区ETF-Vanguard FTSE,欧洲ETF-Vanguard MSCI,股利增长指数ETF-Vanguard,不动产信托指数ETF-Vanguard,Vanguard S&P 500 ETF,大盘指数ETF-Vanguard MSCI,Vanguard Value ETF,Vanguard Total World Stock ETF,成长股指数ETF-Vanguard MSCI,新兴市场ETF-Vanguard MSCI,SPDR S&P Biotech ETF,房屋建筑商指数ETF-SPDR,材料ETF,能源ETF,金融ETF,工业ETF,高科技指数ETF-SPDR,消费品指数ETF-SPDR主要消费品,公共事业指数ETF-SPDR,健康照护类股ETF-SPDR,消费品指数ETF-SPDR可选消费品,金属与采矿指数ETF-SPDR,油气开采指数ETF-SPDR S&P,零售指数ETF-SPDR标普
1511845200000,77.52,71.65,49.94,109.53,9.98,81.83,79.46,238.34,25.6,58.06,47.36,72.71,70.32,116.03,27.24,28.65,22.96,29.07,33.22,26.0,59.97,37.74,51.0,76.64,41.0,43.74,63.16,47.56,32.3,22.93,122.81,87.87,100.88,12.43,103.77,65.96,106.37,187.85,77.03,42.56,111.1,264.65,151.93,146.35,121.35,133.66,152.86,126.86,186.39,81.98,61.86,37.0,15.37,46.33,57.94,121.29,68.67,342.37,30.27,116.41,24.02,38.61,53.28,74.07,156.59,99.02,22.29,55.47,21.96,42.72,84.11,30.79,15.91,104.04,164.7,179.55,48.28,262.87,21.38,105.39,115.72,34.14,114.11,126.79,70.59,47.01,12.35,21.83,84.41,132.42,11.58,12.8,44.66,54.46,58.65,99.6,84.23,241.42,135.3,103.65,73.52,140.02,45.4,81.39,42.99,59.14,67.71,26.88,72.62,64.71,55.25,56.38,82.44,95.75,31.64,34.69,42.87
1511931600000,76.33,71.38,49.58,109.26,9.9,81.63,79.43,239.42,27.03,58.21,46.61,72.59,70.04,115.61,26.98,29.12,22.83,28.86,33.13,25.81,59.85,37.3,51.18,76.12,39.66,43.635,64.74,46.63,31.71,22.5,122.04,87.76,100.83,12.35,103.7567,65.71,106.03,188.66,77.5,43.01,112.03,264.48,150.83,146.28,122.31,132.54,153.37,128.04,185.81,81.88,65.3,36.95,14.54,47.74,59.84,120.81,66.96,343.93,28.6,116.38,24.12,38.55,55.12,71.53,153.86,99.48,21.8,55.31,21.64,42.78,84.085,30.8,15.64,99.63,143.05,171.64,48.36,262.71,22.49,105.32,113.22,34.81,113.8,125.54,71.26,44.5933,12.22,21.42,85.45,132.18,11.47,13.37,44.47,54.13,58.44,100.12,84.26,241.33,135.3,104.41,73.29,138.71,44.77,81.0,43.57,59.23,68.08,27.34,73.26,63.28,55.54,56.41,82.85,96.16,31.54,34.86,43.94
1512018000000,75.63,71.72,49.49,109.08,10.37,81.51,79.36,242.84,27.28,58.61,46.1,72.76,70.11,115.49,26.74,30.47,22.77,28.94,33.24,25.66,59.91,37.1,50.19,75.15,38.7,43.72,65.89,46.17,31.65,22.47,121.1,87.78,100.96,12.25,105.2533,65.83,105.7,189.78,77.48,42.85,112.81,266.89,152.21,147.43,123.03,133.79,153.65,127.78,186.77,81.97,65.68,36.94,14.42,47.45,59.33,120.67,66.24,345.91,28.34,117.33,24.59,38.56,54.24,72.68,155.15,100.25,21.68,55.26,20.75,42.07,84.04,30.55,15.51,100.25,145.7,172.56,47.2,265.01,21.95,107.06,112.83,35.05,113.68,125.12,71.59,45.7,12.16,21.37,89.13,135.47,11.47,13.45,44.56,54.08,58.57,101.12,84.39,243.35,136.34,105.23,73.58,139.9,44.48,83.19,43.83,59.56,69.1,27.52,74.51,63.84,56.05,56.6,83.47,96.65,31.94,35.72,43.73
1512104400000,75.13,71.54,49.39,109.16,10.52,81.56,79.25,242.45,27.09,58.02,45.84,72.72,69.83,115.42,26.34,31.18,22.85,29.37,32.95,25.57,59.64,37.0,50.46,75.07,39.03,43.42,66.15,45.81,31.75,22.49,121.59,87.38,100.51,12.3,105.7,65.61,105.93,189.34,77.02,43.15,112.77,266.26,151.78,147.21,123.11,133.32,153.02,127.4,185.74,82.12,65.4,36.75,14.52,47.53,59.34,120.72,65.31,345.02,28.4,117.22,25.4,38.46,54.64,72.06,154.49,100.05,21.46,55.35,20.81,42.23,83.98,30.6,15.53,99.38,140.71,170.69,47.48,264.46,22.22,106.64,109.76,34.1,113.61,126.55,70.72,45.09,12.31,22.11,88.77,134.73,11.67,14.19,44.43,53.93,58.33,100.58,84.59,242.9,136.07,105.16,73.42,139.5,44.05,83.42,43.64,59.07,69.68,27.58,73.59,63.51,56.19,56.41,83.3,96.61,32.12,36.43,43.52
1512363600000,75.0,71.36,49.21,109.15,10.47,81.57,79.23,243.11,28.16,57.64,45.93,72.39,69.58,115.49,26.32,31.15,22.7,29.21,33.06,25.44,59.01,36.94,50.36,75.34,39.64,43.49,67.23,45.85,31.3,22.2,121.18,87.35,100.43,12.27,104.03,65.29,105.88,189.26,77.06,43.39,113.45,265.98,150.79,147.03,123.67,132.43,152.45,127.69,184.11,81.49,67.8,36.73,13.95,48.33,60.35,120.91,65.04,344.92,27.37,117.19,25.42,38.43,55.92,70.4,152.71,100.26,21.72,55.4,20.65,42.34,83.93,30.65,15.44,97.27,130.5,166.59,47.64,264.14,23.0,106.38,110.68,34.08,113.65,126.61,70.01,43.5333,12.45,21.44,89.44,134.21,11.49,13.97,44.25,53.77,58.26,100.82,84.17,242.64,135.89,105.53,73.29,138.6,44.2,81.43,44.14,59.68,69.65,28.0,74.21,62.49,56.72,56.09,82.28,97.73,32.34,35.96,44.52
1512450000000,75.02,71.15,49.16,109.26,10.4,81.67,79.22,242.01,29.05,57.83,45.9,72.36,69.43,115.65,26.39,30.72,22.66,29.13,32.92,25.33,59.16,36.78,50.36,75.6,39.55,43.39,66.32,45.88,30.86,21.97,120.32,87.3,100.3,12.17,103.33,65.18,105.96,187.74,76.25,42.59,112.78,264.99,150.5,146.49,122.84,132.27,150.93,126.15,182.78,81.01,70.93,36.75,13.34,47.6,59.19,121.14,64.75,342.24,26.34,116.9,24.99,38.43,55.88,70.42,152.81,99.62,21.71,55.42,20.93,42.63,83.92,30.75,15.23,97.27,130.67,166.72,48.08,263.19,22.95,105.65,111.1,33.76,113.77,127.24,67.93,43.5967,12.82,21.6,88.18,132.8,11.54,13.85,44.19,53.7,58.05,100.33,83.47,241.78,135.31,104.93,73.06,138.43,44.13,80.35,43.42,59.38,69.35,27.85,73.58,62.51,56.63,55.38,82.14,97.17,31.74,35.64,44.07
1512536400000,73.86,71.01,48.915,109.37,10.2,81.76,79.24,241.62,30.17,57.42,45.28,72.32,69.29,115.75,26.23,29.52,22.6,28.91,32.87,25.11,58.94,36.01,49.57,74.34,40.03,43.31,66.2,44.86,30.43,21.69,120.07,87.22,100.17,12.15,102.58,65.01,106.18,186.99,75.92,42.04,112.51,265.05,150.82,146.45,122.51,132.55,150.22,125.37,181.98,80.98,73.74,36.71,12.79,47.35,58.85,121.37,63.9,340.85,25.32,116.9,24.39,38.46,55.4,71.06,153.5,99.44,21.52,55.47,21.02,42.62,83.96,30.75,15.1,97.49,131.99,167.26,48.08,263.24,22.66,105.66,111.24,33.52,113.89,127.68,67.0,44.1733,13.0,20.34,87.7,132.8,11.2,13.8,43.99,53.4,57.92,100.46,83.39,241.77,135.23,104.82,72.83,138.64,43.58,79.95,42.96,59.03,68.45,27.75,73.69,62.91,56.99,55.59,82.07,96.54,31.83,34.55,44.11
1512622800000,74.41,71.2,49.05,109.23,10.4,81.65,79.26,242.36,30.67,58.12,45.41,72.41,69.47,115.51,26.61,29.8,22.59,29.04,33.02,25.08,59.32,36.04,49.34,74.28,39.05,43.48,66.93,44.79,30.04,21.58,118.49,87.26,100.28,11.99,104.05,65.16,105.99,188.3,76.3,42.45,112.71,265.85,151.46,146.95,122.8,133.19,151.27,125.86,183.98,81.31,76.73,36.74,12.28,47.6,59.27,121.13,64.29,343.07,24.93,117.11,24.48,38.54,55.04,71.56,154.02,99.89,21.51,55.4,20.87,42.36,83.97,30.65,14.87,98.45,135.85,168.89,47.68,264.07,22.42,106.31,114.89,34.02,113.74,126.68,68.33,44.61,12.72,20.8,88.54,134.05,11.33,12.93,44.12,53.51,58.08,100.6,83.6,242.57,135.77,105.02,73.06,139.29,43.64,82.28,43.29,59.43,68.65,27.84,74.37,63.3,56.44,55.69,82.09,96.79,32.23,34.8,44.41
1512709200000,75.32,71.61,49.32,109.19,10.4,81.62,79.27,243.62,30.27,58.57,45.94,72.695,69.84,115.53,26.91,30.58,22.66,29.14,33.14,25.24,59.6,36.28,50.03,74.48,39.01,43.71,67.94,45.54,30.33,21.68,118.48,87.35,100.39,11.99,106.07,65.56,105.91,188.98,76.25,42.83,113.37,267.3,152.22,147.76,123.5,133.87,151.41,125.86,184.33,81.58,74.32,36.76,12.64,47.71,59.29,120.98,65.505,344.35,25.18,117.75,24.76,38.54,54.56,72.19,154.7,100.51,21.57,55.37,20.54,41.92,83.97,30.49,14.96,98.0,133.75,168.02,46.92,265.51,22.14,107.44,118.41,34.05,113.69,126.69,68.48,45.2,12.7,21.38,89.89,136.2,11.49,12.06,44.37,53.88,58.42,101.18,84.03,243.89,136.48,105.73,73.49,139.87,44.14,83.93,43.61,59.43,69.28,28.01,74.69,63.6,56.59,55.87,83.01,97.25,32.72,35.3,44.93
1512968400000,75.76,71.88,49.48,109.15,10.64,81.56,79.22,244.17,30.94,58.85,46.17,72.62,70.02,115.47,27.02,31.28,22.71,29.16,33.12,25.27,59.8,36.53,49.7,74.65,39.09,43.68,67.73,45.93,30.36,21.51,118.01,87.37,100.44,11.94,106.23,65.665,105.84,188.77,76.04,42.6,113.65,268.22,152.83,148.17,123.84,134.29,151.35,125.68,184.18,81.67,74.13,36.78,12.68,47.47,58.82,121.07,66.29,344.12,24.81,118.31,25.21,38.51,53.72,73.31,155.9,100.6,22.01,55.34,20.39,41.64,83.93,30.39,14.85,98.6,136.08,169.03,46.48,266.31,21.61,108.12,122.59,34.2,113.6,126.43,68.37,46.2367,12.72,21.81,90.54,137.51,11.6,11.26,44.46,54.03,58.47,101.28,84.02,244.68,136.8,106.02,73.67,140.41,44.43,83.07,43.33,59.51,69.78,27.94,74.54,64.15,56.58,56.21,83.36,97.46,33.18,35.73,44.82
1513054800000,75.15,71.88,49.46,109.1,10.73,81.55,79.21,245.44,31.37,59.05,45.86,72.74,70.11,115.51,26.72,30.96,22.83,29.2,33.07,25.3,59.91,36.35,49.45,74.36,40.09,43.62,69.39,45.45,30.42,21.42,118.15,87.33,100.48,11.96,105.76,65.75,105.75,188.3,75.86,42.27,114.04,268.63,152.87,148.42,124.18,134.28,150.88,125.67,183.25,82.0,73.75,36.78,12.76,47.82,59.33,120.98,65.37,343.22,24.55,118.73,25.24,38.37,53.84,73.1,155.69,100.61,21.92,55.37,20.07,41.5,83.93,30.34,14.86,97.63,132.0,167.38,46.24,266.78,21.71,108.51,122.28,34.21,113.69,126.38,67.81,46.0633,12.85,21.23,91.9,138.18,11.44,11.3,44.49,54.01,58.52,101.25,84.43,245.1,136.95,106.41,73.69,140.38,44.11,81.69,43.21,59.52,69.59,28.22,74.62,64.13,56.59,55.25,83.69,97.5,33.23,35.18,44.19
1513141200000,76.18,72.05,49.7,109.41,10.81,81.78,79.32,246.3,28.1,58.68,46.41,73.23,70.38,115.84,26.83,30.86,23.17,29.28,33.08,25.61,60.15,36.66,50.39,75.56,38.73,43.55,67.5,46.44,31.58,22.16,119.17,87.38,100.54,12.06,106.72,65.99,106.18,188.38,76.24,42.25,113.78,268.57,153.06,148.33,123.84,134.54,151.78,125.91,184.89,82.17,65.39,36.78,14.21,47.26,58.69,121.4,66.59,343.26,27.14,118.74,24.89,38.26,53.64,73.36,155.99,100.52,22.1,55.44,19.87,41.51,84.02,30.35,15.15,97.69,131.98,167.35,46.24,266.75,21.59,108.43,122.68,33.7,113.89,127.33,68.93,46.2933,12.61,20.77,92.9,138.1,11.33,11.25,44.68,54.29,58.6,101.41,84.57,245.04,136.97,106.22,73.85,140.61,44.59,82.92,43.36,59.68,69.49,27.87,74.91,64.15,56.91,55.4,83.98,97.58,33.54,34.83,44.65
1513227600000,75.49,71.68,49.47,109.44,10.87,81.81,79.27,245.57,28.38,58.35,46.07,72.83,69.99,115.9,26.89,30.52,23.11,29.19,32.89,25.31,59.87,36.52,50.02,75.07,38.31,43.18,66.62,46.01,31.54,22.07,118.93,87.2,100.36,12.04,105.17,65.67,106.14,186.78,75.37,42.17,113.16,267.53,152.64,147.72,123.17,134.18,150.1,124.49,182.96,82.12,65.72,36.69,14.15,46.79,58.08,121.62,65.73,340.38,26.83,118.37,24.5,38.24,53.76,73.25,155.88,99.91,22.01,55.46,20.05,41.87,83.99,30.48,15.02,97.65,131.68,167.18,46.84,265.66,21.64,107.55,123.33,33.41,113.89,127.87,66.7,46.2267,13.02,21.15,92.07,136.41,11.43,11.12,44.47,54.02,58.31,100.81,84.55,244.07,136.33,105.58,73.53,140.37,44.31,81.32,43.04,59.02,69.24,27.69,74.4,64.07,56.66,55.33,83.13,97.88,33.04,34.48,43.82
1513314000000,75.47,71.97,49.45,109.47,10.76,81.82,79.24,246.25,28.66,58.57,46.17,72.8,69.97,116.05,27.15,30.43,23.14,29.0,33.03,25.38,59.9,36.57,50.0,75.09,38.76,43.23,68.36,45.75,31.46,21.99,119.18,87.21,100.37,12.06,106.6,65.67,106.12,188.64,76.63,42.59,114.03,269.79,153.97,148.94,124.16,135.35,152.24,126.25,185.58,82.46,66.12,36.7,14.04,47.39,59.07,121.79,65.61,342.47,26.57,119.29,24.42,38.38,52.52,74.85,157.65,100.34,21.93,55.45,19.76,41.17,83.95,30.22,15.15,99.25,137.54,169.8,45.68,266.51,20.92,109.34,127.36,33.2,113.89,128.35,69.51,47.73,12.47,21.24,93.41,139.73,11.46,10.37,44.44,54.0,58.27,101.99,85.08,246.12,137.55,106.43,73.87,141.54,44.43,81.82,43.28,59.08,68.72,27.81,74.52,64.56,56.88,55.02,83.71,97.97,33.17,34.08,44.28
1513573200000,75.88,72.63,50.01,109.33,10.85,81.69,79.22,247.79,27.45,59.41,46.69,73.21,70.8,116.17,27.26,31.15,23.3,29.19,33.54,25.58,60.62,36.68,50.78,75.49,39.22,43.82,69.79,45.98,31.98,22.16,119.73,87.3,100.43,12.11,106.36,66.44,105.88,190.59,77.74,43.22,114.78,271.47,154.91,149.93,124.95,136.23,154.3,128.04,187.84,82.92,62.8,36.74,14.69,48.03,59.86,121.43,66.25,346.03,27.76,119.96,24.33,38.33,51.64,76.14,158.64,101.1,21.09,55.34,19.38,40.67,83.95,30.04,15.22,99.58,146.81,173.44,44.8,268.2,20.38,110.67,129.24,33.8,113.69,127.18,72.27,48.9567,11.96,21.23,95.17,142.4,11.44,10.08,44.94,54.63,59.03,102.38,85.64,247.65,138.5,107.03,74.56,142.54,44.89,81.82,43.97,59.95,69.25,28.06,75.05,65.13,56.85,54.41,83.74,98.85,33.92,34.75,45.46
1513659600000,74.52,71.73,49.31,109.01,10.75,81.44,79.17,247.4,27.49,59.2,45.75,72.54,69.8,115.92,27.28,31.01,22.7,28.79,33.45,24.78,59.61,35.29,49.49,72.85,38.77,43.65,68.25,45.88,32.11,22.13,119.82,87.12,100.29,12.12,106.11,65.48,105.4,189.25,76.78,42.79,113.72,269.13,153.86,149.37,124.49,135.76,153.08,126.77,186.83,80.47,62.05,36.51,14.85,47.79,59.62,120.81,65.12,344.6,27.8,118.94,24.4,38.3,52.24,75.28,157.7,100.76,20.8,55.2,19.47,40.97,83.91,30.15,15.22,99.53,146.16,172.94,45.32,267.17,20.72,109.91,128.47,34.63,113.35,125.53,70.44,48.16,12.25,21.5,94.55,140.77,11.51,10.18,44.8,54.46,58.68,102.38,83.82,246.75,137.94,106.72,73.81,141.93,44.77,81.56,43.83,59.88,69.35,27.94,75.07,64.73,56.92,53.42,83.64,98.72,34.31,34.81,45.05
1513746000000,74.6,71.68,49.29,108.76,10.74,81.28,79.13,247.07,26.04,59.74,45.81,72.24,69.68,115.74,27.42,32.37,22.7,28.91,33.15,24.84,59.69,35.51,49.31,73.1,38.82,43.42,67.5,45.76,32.72,22.5,120.14,87.19,100.39,12.15,106.66,65.36,105.09,189.61,76.95,43.12,113.76,268.99,153.64,149.31,124.53,135.6,153.38,126.97,187.3,79.63,58.6,36.55,15.75,47.71,59.38,120.49,65.09,345.16,29.15,118.8,25.0,38.27,52.36,75.09,157.53,100.77,20.78,55.04,19.56,41.01,83.92,30.17,15.25,100.18,149.22,174.2,45.4,267.03,20.81,109.74,129.04,35.43,112.97,124.14,70.81,47.96,12.19,21.89,94.3,140.52,11.61,10.11,44.77,54.43,58.48,102.43,82.85,246.56,137.93,106.76,73.76,141.64,44.83,82.14,44.19,59.9,70.33,27.89,75.32,64.71,56.82,53.0,83.37,98.53,34.92,35.68,45.2
1513832400000,75.01,71.92,49.52,108.82,10.71,81.33,79.11,247.66,25.7,59.75,46.11,72.35,69.93,115.36,27.53,34.41,22.86,29.15,33.17,24.98,59.73,35.43,48.71,71.95,39.53,43.51,68.48,45.71,33.07,22.63,120.31,86.92,100.49,12.18,106.8,65.63,105.0,190.07,77.26,43.55,114.32,269.53,153.48,149.0,124.43,135.22,153.47,126.82,187.59,79.34,56.71,36.56,16.24,48.37,60.17,120.56,66.29,345.93,29.48,119.19,25.78,38.19,52.36,75.1,157.55,100.97,20.82,55.18,19.44,40.88,83.82,30.12,15.22,99.12,144.39,172.36,45.16,267.58,20.82,110.12,129.93,35.02,113.11,124.6,71.74,47.9367,12.03,22.02,94.88,141.25,11.64,9.97,44.48,54.21,58.75,101.89,81.27,247.06,137.57,106.45,73.97,141.24,45.06,83.08,44.24,60.11,71.82,28.13,75.38,64.58,56.78,52.37,83.18,99.17,35.3,36.66,45.39
1513918800000,75.57,72.0,49.68,108.87,10.84,81.37,79.13,247.4,24.76,60.08,46.5,72.49,70.11,115.74,27.7,34.61,22.97,29.17,33.1,25.13,60.01,35.8,48.16,72.57,39.51,43.485,68.38,45.98,33.53,22.89,120.94,87.0,100.64,12.25,106.94,65.8,105.04,190.04,77.06,43.37,114.36,269.46,153.34,148.95,124.46,135.15,153.19,126.44,187.33,79.84,54.4,36.63,16.91,48.18,59.95,120.65,66.78,345.94,30.39,119.06,25.72,38.11,52.52,74.92,157.37,101.07,21.11,55.22,19.5,40.9,83.79,30.13,15.4,99.16,144.01,172.26,45.2,267.51,20.89,110.07,129.19,34.93,113.18,124.77,71.33,47.7767,12.1,22.09,94.57,141.12,11.66,10.06,44.59,54.37,58.81,101.9,81.83,247.01,137.52,106.44,74.1,141.14,45.43,84.59,44.15,60.34,71.97,28.05,75.4,64.54,56.87,52.45,82.91,98.98,35.55,36.82,45.51
1514264400000,75.26,71.92,49.67,108.96,10.86,81.24,79.0,247.25,23.77,59.42,46.46,72.57,70.09,115.8,27.8,35.5,22.97,29.26,33.1,25.11,60.04,35.36,47.87,72.3,39.99,43.48,68.1,45.98,34.3,23.2,121.77,87.13,100.9,12.32,107.44,65.77,105.08,190.15,77.13,43.56,114.37,269.12,152.96,148.79,124.43,134.85,153.28,126.56,187.46,80.23,50.7,36.68,18.04,47.81,59.4,120.81,66.44,346.11,31.84,118.8,26.07,38.07,53.04,74.11,156.52,101.19,21.31,55.25,19.51,40.97,83.78,30.15,15.59,98.04,139.85,170.54,45.32,267.19,21.19,109.63,129.09,34.69,113.28,125.14,71.41,47.0033,12.08,23.14,94.3,140.57,11.95,10.05,44.6,54.38,58.78,101.96,82.24,245.54,137.41,106.36,74.11,140.95,45.48,85.17,44.37,60.29,72.6,27.97,75.48,64.11,57.0,52.14,82.93,99.2,36.17,37.64,46.02
1514350800000,75.37,72.0,49.77,109.3,10.79,81.49,79.09,247.48,23.85,59.49,46.58,72.74,70.22,115.91,27.71,35.13,23.09,29.38,33.18,25.17,59.96,35.5,48.5,73.38,40.11,43.49,68.39,45.69,34.26,23.16,122.23,87.17,100.91,12.38,107.59,65.93,105.53,190.1,77.04,43.66,114.33,269.29,153.19,148.9,124.44,135.06,153.13,126.28,187.47,80.52,50.85,36.69,17.94,47.54,59.13,121.48,66.17,345.98,31.7,118.9,26.05,38.13,53.0,74.12,156.54,101.19,21.2,55.28,19.46,40.92,83.82,30.13,15.73,98.36,141.26,171.09,45.24,267.32,21.19,109.76,128.39,33.82,113.75,126.77,71.3,47.0033,12.1,23.06,94.6,140.87,11.92,10.16,44.71,54.5,58.98,102.15,82.51,245.68,137.46,106.39,74.16,141.05,45.47,85.88,44.38,60.37,72.36,28.0,75.66,64.18,56.99,52.36,83.07,99.0,35.84,37.34,45.47
1514437200000,76.0,72.16,49.89,109.22,10.84,81.44,79.07,248.13,23.75,59.27,46.9,72.85,70.26,115.95,27.66,35.25,23.19,29.62,33.15,25.29,59.82,35.97,48.57,74.79,40.31,43.475,69.26,46.07,34.25,23.2,122.85,87.13,100.43,12.44,107.79,66.0,105.4,190.73,77.35,43.92,114.57,269.79,153.47,149.22,124.77,135.31,153.73,126.74,188.2,80.99,50.84,36.66,17.91,47.79,59.45,121.4,66.4,347.26,31.72,119.09,25.91,38.08,52.96,74.27,156.73,101.44,21.19,55.29,19.32,40.77,83.83,30.07,15.88,98.72,142.16,171.57,45.04,267.87,21.14,110.17,130.48,33.87,113.79,126.66,72.04,47.13,11.98,23.29,95.08,141.52,11.97,9.85,44.85,54.65,59.12,102.27,82.95,246.14,137.76,106.67,74.38,141.3,45.69,86.2,44.55,60.64,72.47,28.11,75.81,64.29,56.9,52.65,83.19,99.27,36.4,37.62,45.52
1514523600000,76.28,72.09,49.95,109.33,10.79,81.57,79.1,247.38,23.7,59.33,47.12,72.98,70.31,116.1,27.84,34.93,23.17,29.64,33.02,25.42,59.93,36.21,49.29,74.93,40.45,43.38,68.38,46.17,34.13,23.24,123.65,87.26,100.48,12.51,106.77,66.09,105.57,189.78,76.81,43.72,114.24,268.85,152.77,148.61,124.34,134.68,152.46,125.75,186.7,81.01,51.31,36.72,17.76,47.34,58.85,121.56,66.54,345.41,31.7,118.64,26.05,38.07,53.56,73.33,155.76,101.03,21.21,55.43,19.5,41.05,83.85,30.18,15.99,97.81,137.9,169.81,45.48,266.86,21.51,109.43,128.21,33.78,114.08,126.86,70.27,46.24,12.27,23.44,94.29,140.15,12.01,10.21,44.86,54.72,59.15,102.03,82.98,245.29,137.25,106.32,74.26,140.65,45.91,84.87,44.26,60.53,72.26,27.91,75.67,63.95,56.89,52.68,82.68,98.69,36.37,37.18,45.18
1514869200000,77.88,72.77,50.5,109.17,11.06,81.34,79.05,248.02,21.98,59.46,48.01,73.3,70.83,116.4,28.03,36.71,23.32,29.91,33.26,25.71,60.29,36.8,50.38,75.87,41.68,43.6,67.94,47.77,35.14,23.82,125.15,87.34,100.67,12.67,109.34,66.565,105.22,191.57,77.39,43.9,114.83,270.85,154.15,149.7,124.91,135.97,153.9,126.83,188.52,80.6,47.14,36.76,19.32,47.47,59.0,120.75,69.13,348.7,34.12,119.54,26.56,37.86,51.72,75.87,158.49,101.78,21.6,55.29,19.35,40.49,83.82,29.97,16.21,100.37,149.27,174.42,44.56,268.77,20.41,110.91,132.58,34.51,113.8,125.49,72.26,48.6133,11.92,23.6,95.13,143.02,12.07,9.45,45.25,55.31,59.54,102.39,82.67,247.09,138.22,106.65,74.91,142.25,46.7,87.21,44.45,61.39,73.45,27.92,76.12,64.74,56.54,52.19,83.61,100.19,37.7,38.22,46.01
1514955600000,78.56,73.14,50.82,109.18,11.33,81.41,79.06,248.95,22.64,60.42,48.47,73.51,71.17,116.35,28.1,38.34,23.47,30.02,33.43,25.86,61.12,37.17,50.37,76.54,42.19,43.83,68.86,48.18,34.54,23.57,124.82,87.76,100.98,12.64,110.88,67.01,105.33,191.92,77.32,45.03,115.3,272.42,155.46,150.6,125.38,137.13,154.06,126.69,189.13,80.47,49.17,36.94,18.33,47.57,59.11,120.97,69.68,349.27,33.14,120.24,27.22,37.93,50.76,77.35,160.03,102.3,22.09,55.34,19.11,39.99,83.82,29.78,16.17,101.79,156.7,177.47,43.76,270.47,19.81,112.24,135.51,34.19,113.91,126.09,72.45,50.0367,11.89,24.61,96.1,145.63,12.34,9.05,45.53,55.66,59.75,102.86,82.43,248.56,139.02,107.06,75.42,143.58,47.15,88.37,45.13,61.82,74.55,28.07,76.53,65.28,56.52,51.78,84.41,100.65,37.45,38.6,45.98
